,price
23291,11322
3817,3468
7345,4212
6996,4155
31102,753
7886,4311
45304,524
48766,2018
35881,918
9831,4672
30697,737
30397,730
2276,3158
11254,4969
18454,7507
43283,506
33345,827
8976,4504
24360,635
18981,7812
45121,1651
39972,1107
23745,11794
45980,526
200,2777
5059,574
10438,4785
4452,3619
37269,482
7742,4278
31231,756
41771,1246
36722,954
44101,1556
31015,749
218,2782
7619,4260
42829,1355
50972,544
49186,2075
29413,700
46346,1758
5048,573
19107,7876
44754,1619
12262,5207
37811,1001
26729,645
22239,10291
44778,1622
36190,931
16646,6654
48031,1923
38921,1052
23562,11573
32845,807
3979,3511
7025,4158
35767,912
37904,1007
45051,1641
46437,1771
9026,4516
10733,594
20993,9208
47790,1898
37470,984
50778,2302
33780,842
42900,1361
41237,1207
29294,436
33550,830
13111,5428
35038,883
36609,477
15377,606
36423,942
40202,1122
33991,847
19224,7964
3497,3400
31204,756
39029,1056
47318,530
24056,635
19677,8283
20862,9081
30967,746
45467,1676
53456,2677
53875,2745
48455,1975
51361,2364
1659,3024
32544,799
36613,477
53821,2735
31279,449
46095,1740
31196,756
22425,10450
6180,3993
6541,4072
15723,6290
35442,900
21407,9521
20921,9138
35975,921
40597,497
33215,821
12393,5232
19424,8076
8159,4361
15932,6371
1187,2931
8288,4383
48224,1949
25025,640
23551,11560
14515,5863
50181,2222
40687,1156
21774,9841
48489,1980
20447,8794
36600,477
30868,743
36316,936
39606,491
51135,2340
39561,1080
37642,990
34861,878
10133,4721
41604,393
37402,983
51117,2338
7618,4260
47763,1893
24704,639
34417,863
37474,984
23064,11093
49995,2192
11749,5077
15879,6351
52931,2591
52907,2587
19650,8261
6262,4011
17526,7055
8504,4423
46976,530
34528,868
42310,1295
31441,765
36469,943
38879,1050
50176,2220
21400,9513
6907,4136
46750,1800
12237,5199
45634,525
30965,746
49799,2164
21214,9358
3152,3333
14666,5919
43261,506
51606,2394
32977,811
26711,645
48800,2025
51095,2335
44673,1609
31277,449
33900,844
19491,8127
7148,4179
30543,734
10595,4824
14169,5748
15044,605
52142,2469
28547,675
869,2872
36439,942
50390,2252
39345,1073
1689,3033
4852,3710
23115,11141
8794,4472
39681,1087
11497,5018
15383,606
21718,628
31171,755
45674,1694
23497,11508
5669,3884
14027,5702
9717,590
32113,783
42580,1329
44489,1598
28104,663
20152,8608
39090,1061
5431,3827
27962,658
5261,3794
32574,801
32454,793
33330,827
47009,1819
14268,5779
11187,4956
21365,626
13189,5452
22600,10655
44885,1629
40578,1153
31118,754
14475,5844
711,2855
1381,558
22854,10888
22112,10138
14868,5988
38984,1053
20612,8912
11596,5043
28844,683
1194,2933
29304,438
46655,1787
37913,1007
31247,757
51678,2398
20922,9138
35980,921
30011,717
6239,4007
573,2833
43587,1432
13949,5675
38692,1041
35755,912
44900,1629
11658,5055
18030,614
9383,589
43237,1399
9475,4603
37624,990
9172,4543
35922,919
1414,2968
3447,3388
29434,700
2262,3153
38441,1027
32687,802
2970,3298
44364,1580
17419,6980
38632,489
30971,746
17812,7179
28563,675
16418,6558
53408,2669
7565,4252
4367,3605
51623,2396
14466,5839
48668,2002
20177,8629
9410,4588
9725,4654
23640,11666
34096,852
53108,2616
7180,4185
29275,698
8353,4398
41359,1219
49770,2160
45267,1662
2823,3266
9709,589
45669,1694
4052,571
36325,936
38571,1035
10312,4764
4815,3701
51092,2335
2224,3145
17463,7003
3527,3407
44883,1629
39191,1064
3248,3356
36992,964
43775,1440
10426,4784
34464,865
28353,667
21426,9533
31555,766
15815,6328
29021,687
1897,3077
49400,2105
31233,756
6581,4078
18272,7421
50528,2274
45409,1668
49592,2136
8991,4509
51773,2409
39930,491
19106,7875
2249,3149
17011,6793
29078,688
20962,9176
51939,2441
32703,802
17041,612
53096,2613
46582,1786
28666,677
40589,1153
11217,4961
11135,4939
36996,964
34959,471
11854,5102
31193,756
20060,625
41381,1221
22685,629
8920,4496
18842,7723
2868,3276
53813,2734
22467,10494
22170,10214
8442,4410
11158,4946
19860,8415
38630,489
42012,1266
14585,5886
40939,500
51003,2326
38850,1050
13876,5650
36025,923
30656,737
12039,596
37265,481
20746,8983
21731,9799
21418,9527
35860,917
40872,1175
28440,670
2801,3261
28491,673
50459,2264
20170,8624
13966,5686
17863,7207
31898,776
7589,4256
42767,1346
36203,932
20381,625
7806,4292
51181,2347
2144,3125
28964,435
17196,6870
911,2878
33670,836
51554,2387
45141,1654
22944,10990
46666,1788
36658,949
1708,3036
6355,4035
1755,3043
3840,3473
41844,1254
40135,1115
49039,2055
46335,1758
9796,4666
16141,6451
43279,506
11913,5123
24376,637
42543,1324
40967,1180
29955,445
4551,3643
51579,2392
22806,10830
21624,9715
18852,7728
33750,840
33958,465
11007,4915
42994,1368
42212,1289
11175,4953
42815,1354
49780,2161
19117,7885
49288,2093
18001,7280
48371,1963
7028,4159
41426,1227
4213,3567
16595,6628
44093,1555
46363,1760
14226,5766
6749,579
31151,755
21231,9377
34308,858
41831,1252
23226,11233
33210,820
40818,1170
3828,3471
39843,1099
42204,1289
23453,11442
38540,1033
30696,737
48834,2030
2354,3173
38747,1044
45253,1660
50810,2307
1607,3011
46868,1813
18708,620
36842,957
10531,4805
39827,1097
51732,2401
12820,5346
40464,1140
6904,4135
21396,9513
18283,7426
37225,975
53679,2712
40516,1145
31633,450
53731,2723
45943,1723
22068,10090
27751,648
50767,2300
42096,1274
9954,4698
47660,530
8002,4327
38040,1011
42903,1362
9338,4580
11906,5122
46972,529
29088,689
46420,1768
7597,4257
15976,6397
6807,4117
898,2875
17654,7113
37245,976
10812,4864
47376,1847
28431,670
52106,2460
9245,4559
31395,764
14946,6019
29405,699
14921,6006
35103,886
50226,2231
32900,810
36542,945
19342,8044
2477,3193
11998,5147
50449,2264
4418,3611
2216,3144
8913,4494
45104,1648
41824,1251
12051,596
30030,718
38838,1049
42151,1282
30362,729
27790,649
37641,990
50007,2195
50512,2272
47688,1883
40151,1116
14216,5762
29702,707
39268,1069
35780,912
34235,855
22567,10618
22433,10462
15968,6390
3552,3415
12888,5370
34954,471
39302,1069
28041,659
35662,907
12035,596
23589,11605
31288,450
46002,1725
10050,590
29916,713
23017,630
51703,2400
35460,901
39653,1087
22971,11020
13259,5480
1234,2942
49319,540
44814,1624
4049,3530
28265,358
6566,4077
52067,2454
35765,912
37296,978
21361,625
12755,5322
46673,1789
38276,386
37942,486
37066,968
49681,2144
28001,658
45804,1710
31346,760
35336,898
44594,1607
14649,5914
13761,5610
22250,10305
34596,470
2236,3146
47850,1909
53423,2671
6291,4021
16847,6720
50403,2256
52260,2489
3025,3309
8548,4432
44640,521
22253,10308
42807,1353
45994,1724
35305,473
8217,4371
3995,3516
9539,4619
44054,1550
33077,814
8961,4502
9070,4519
1007,2898
20599,8904
50893,2317
16977,6780
46610,1786
40035,1111
42067,1271
41292,1210
6618,4082
20222,8654
11590,5042
8248,4375
27762,648
49057,2057
46304,526
30566,734
8351,4398
33,402
7187,4187
41610,504
13742,5602
27760,648
41221,1207
26680,427
21250,9403
15575,6248
40580,1153
7571,4253
7107,4168
46472,1776
16812,6707
44463,1593
37856,1003
36100,926
9458,4598
28464,672
15505,6210
22301,10346
41097,1193
40669,1155
6379,576
23150,11167
32970,811
18703,620
47174,1836
22348,10399
14934,6013
19691,624
48749,2016
8074,4337
37600,485
48211,1949
39213,1066
22351,628
17567,7074
16216,6480
36187,931
10753,4853
1355,2964
41375,1220
4000,3517
33744,840
28510,673
41075,1192
18862,7732
28333,666
13167,5445
28569,675
32501,798
8124,4353
15898,6355
51473,2377
51909,2435
3367,407
39339,1072
15966,6389
7919,4315
45549,1687
13864,5646
18050,615
4922,3726
49244,2085
22746,10765
7139,4177
34261,465
2138,3124
53770,2726
554,2830
36882,958
29966,446
3081,3313
35189,891
50294,542
2750,3249
28197,666
36847,957
19741,8312
6774,4111
8677,4456
10825,4869
9343,4582
29265,698
28617,675
53575,2697
50051,2201
46417,1768
10889,4882
48666,2001
10854,4873
18854,7729
13813,5628
35037,883
44895,1629
35617,473
47841,1908
48670,2002
30627,448
39647,1086
12933,5383
4026,3524
9019,4514
53085,2612
21513,9610
10440,4786
45884,1719
52695,2553
40001,1107
28247,666
48505,1982
16941,6765
12085,5161
52543,2532
53789,2729
46287,1755
1706,3036
9452,4596
5218,3781
15188,6098
1943,3084
30497,732
42723,1341
19887,8438
13313,5498
8803,4475
44688,1611
22724,10740
41254,500
9314,4578
10642,4834
41176,1200
48715,2010
11543,5029
11761,5080
34987,880
2425,3181
19973,8521
6098,3975
35368,898
13253,5477
28899,684
4292,3588
45111,1650
1483,2987
40876,1176
35173,891
27038,645
46257,1754
44667,523
17395,612
23072,11104
12380,598
31672,769
19138,7903
5723,575
18719,620
16589,6626
33841,844
15029,6048
16785,6686
42306,1295
26687,428
45299,1662
15171,6097
32080,781
35358,898
39152,1063
6407,4039
19273,7999
47455,1857
30147,720
16587,6626
4741,3680
16315,6529
2854,3273
48195,1947
32380,790
17098,6817
4481,3625
16517,6600
47478,1861
19946,8491
53038,2604
13305,5496
6435,4045
34941,378
2078,3109
4717,572
21410,9524
3701,3450
33190,819
15196,6104
15266,6129
38426,1026
40352,1129
22975,11023
37575,990
33807,842
31880,776
27384,647
194,2777
11441,5006
52098,2459
53898,2752
23643,11667
28008,658
32867,809
14619,5902
46005,1726
14202,5759
6886,4132
7481,4238
53787,2729
5086,3752
51936,2440
10170,4732
50451,2264
20161,8617
42836,1356
53819,2735
18,351
41608,393
50215,2230
3464,3392
38183,1015
30961,746
45431,1670
7379,4223
51209,2352
29530,703
41198,1204
34008,848
1477,2985
7903,4313
51907,2435
46449,1773
3235,3353
13749,5606
41391,1221
31090,752
8003,4327
8766,4467
5943,3946
6,336
8423,4405
20056,625
27838,651
6244,4008
49425,2107
43703,1436
6756,4103
34956,471
20950,9168
560,2831
40394,1133
31683,769
52888,2584
44971,523
14370,605
2428,3182
38945,489
11349,4990
36363,939
6063,3966
36640,948
52829,2573
15013,6047
9934,4692
45823,1712
21457,9555
49534,2125
9586,4628
21004,9218
40406,1133
52230,2484
6310,4025
16999,6787
32953,460
11714,596
34260,465
42889,1359
20455,8797
43223,1397
15614,6263
34264,465
6820,4119
9349,4584
9537,4619
16310,6529
46975,530
21082,9254
50038,2198
41433,1228
45473,1676
8056,583
17708,613
11831,5096
18648,7614
43781,1441
52527,2530
16708,421
8951,4498
45518,1683
51459,2376
33984,847
16050,6411
10345,4769
30086,720
23277,11301
29841,710
35308,473
21391,9507
23506,11514
36324,936
46580,1785
48171,1944
17046,612
10442,4788
32029,778
9669,4645
5543,3856
36989,964
35633,474
22083,10104
39222,1066
53362,2657
8401,4401
39050,1057
49876,2176
4838,3709
3245,3355
35503,904
42251,1293
12376,597
32596,802
22325,10367
50411,2258
9948,4695
49960,540
1985,3095
53854,2742
22254,10309
12736,5315
2025,3105
17674,7126
34802,877
15077,6060
13384,601
53135,2619
44935,1633
11857,5104
6139,3987
14953,6022
33461,828
21986,10053
30227,723
52937,2592
36312,936
12374,597
23259,11267
12228,5197
521,2825
20648,8938
5115,3760
49476,2115
47737,1890
16838,6716
47323,530
10892,4883
2545,3206
33858,844
1284,2952
9258,4561
13545,5549
37498,984
20704,625
23658,11705
35033,882
28689,679
50120,2210
32652,802
1688,3033
20317,8732
40200,1121
13598,5562
40246,1124
29738,708
16538,6607
1581,3007
10633,4830
39687,1088
28386,668
30810,743
50150,2215
33272,461
5879,3926
42541,1323
50198,2226
21663,9761
29858,710
44582,1607
53124,2617
43075,1378
16333,6533
51060,2331
44712,1614
13492,5538
28298,432
508,2822
28697,679
36089,926
20504,8836
29791,709
35073,886
4109,3537
38678,1041
31772,773
33299,462
30707,737
11525,5027
36510,945
13782,5620
40916,1179
34936,376
11123,4937
11137,4939
46861,1813
46985,1816
14396,605
52620,550
53927,2756
14663,5919
19543,8176
42877,1359
45611,1691
44515,1600
30267,725
39655,1087
15045,605
21469,9569
46526,1781
42290,505
15173,6097
1534,3000
44060,1551
7996,4327
30515,732
42164,1284
5915,3936
42355,1301
8669,4455
7615,4260
49125,2066
32377,790
10732,594
30793,742
44332,521
17909,7233
47420,1851
6049,576
19187,7939
44969,1637
15135,6085
45211,1656
31743,772
12943,5385
53552,2693
50049,2200
12949,5387
19218,7960
4855,3710
34152,854
49141,2066
11785,5086
15735,6294
18103,7324
38029,1010
22750,10767
38473,1031
42510,1322
29028,687
45055,1641
20505,8836
33557,830
31054,751
29809,709
29700,707
47070,1822
36548,945
3459,3391
31745,772
16275,6509
21823,9895
22222,10278
20451,8796
37249,977
18091,7313
37745,997
19422,8075
48124,1939
30685,737
36824,957
48622,1999
1829,3060
38898,1052
30604,447
31889,776
42545,1324
2731,3246
37512,985
33104,816
13682,5599
580,2834
34315,858
33347,827
36197,931
22100,10129
19207,7953
36499,944
28280,363
4835,3708
13519,5544
28415,669
21115,9281
30937,449
23147,11165
47023,1819
36549,945
13754,5606
22905,10947
7035,4161
6035,575
4097,3535
77,554
38413,1024
38281,487
22286,10337
16978,6781
27051,646
31702,770
15043,605
2617,3225
18832,7716
52605,2544
31514,765
7707,4277
19383,8055
15742,6296
4799,3697
29494,702
8238,4373
36840,957
12704,599
16058,6416
47621,1881
41544,1235
22659,10706
42064,1271
5833,3918
30777,741
49358,2098
41580,388
17728,614
31209,756
19201,7950
52109,2461
22212,10267
19674,8282
31520,765
18749,7664
32566,800
22954,11003
33157,816
40978,1181
28465,672
30059,719
17009,6793
20469,8811
30374,729
9147,4538
12570,5279
50775,2301
45424,1668
45364,1665
21067,9243
40080,1114
49908,2180
45031,1637
52819,2573
19861,8416
48476,1979
12975,5393
11973,5140
32282,453
8787,4469
35155,891
28886,684
10777,4857
34,402
36901,960
13645,5584
29098,689
21366,626
44943,1634
41283,1209
13092,5421
47511,1866
32478,795
37117,970
19443,8093
11617,5049
43268,506
47335,530
17701,612
38007,1008
47968,1919
47035,1819
6594,4079
45207,1656
38777,1046
19649,8261
48288,1957
38078,1013
49211,2079
8216,4370
34279,468
21503,9596
18370,616
31923,776
48268,1956
1892,3075
10011,4707
50679,2288
36028,923
42369,1304
49067,2058
9642,4640
42699,1338
43519,1424
6672,4098
22213,10268
39549,1080
48817,2027
29682,707
24363,636
4304,3592
463,2818
13762,5610
18816,7703
40614,498
52827,2573
13373,419
16576,6619
30904,745
12004,5147
2894,3282
13898,5656
19659,8268
34749,876
47053,1821
4114,3538
45213,1656
30708,738
29130,691
36930,478
32718,802
8953,4500
52914,2588
30586,734
28574,675
12203,5191
21065,9242
20098,8574
20099,8575
53831,2737
1415,2968
28,357
45857,1715
638,2841
4246,3577
35062,885
22529,10570
14397,605
29543,704
4945,3732
11881,5111
19205,7953
13399,602
23062,11091
47675,1882
25681,642
32207,788
18513,7548
44505,1600
20933,9140
6619,4082
21749,9818
18042,614
3635,3431
9277,4564
22856,10891
35292,473
3958,3506
48026,1922
10111,4717
51814,2418
52854,2578
41062,1190
48112,1935
51415,2371
5434,3827
9029,4516
13954,5677
16396,6545
19965,8515
29213,695
35504,904
37798,1000
36520,945
41390,1221
6676,4099
15599,6257
53719,2720
53556,2694
42989,1367
18146,7351
1005,2898
14852,5982
29941,444
32530,798
23462,11456
44653,522
39912,1104
12741,5317
8314,4389
20760,8999
42677,1336
33099,815
14542,5871
46293,526
30940,449
39622,491
3777,3461
21655,9756
18152,7357
9502,4611
43529,1426
45334,1662
36314,936
9143,4538
48735,2012
9198,4548
41907,1261
22677,10727
53267,2648
50298,544
19919,8467
12522,5262
28215,666
34025,849
28977,435
30186,722
14393,605
36427,942
35970,920
14369,5816
9132,4536
6570,4077
347,2804
22577,10628
17568,7074
23717,633
50297,544
8250,4375
44686,1610
44268,1576
3816,3468
38779,1046
9835,4672
41102,1194
49357,2098
46675,1789
46017,1727
15653,6278
28621,432
34887,879
51713,2401
2366,3175
34604,470
8516,4425
53224,2639
48526,1985
46948,1815
5184,3774
23156,11175
3543,3412
20032,421
33245,825
17443,6996
32364,790
34921,373
12855,5358
37016,965
20332,8736
36444,942
14789,5951
36447,942
11229,4964
49583,2134
12719,600
41658,1239
41795,1249
3047,566
5359,3816
18698,619
22393,10416
10066,591
34624,872
49879,2176
31263,449
34538,868
2400,3176
4371,3606
40407,1133
7189,4187
17039,6806
34663,872
49170,2074
25,354
43906,511
39390,1076
52159,2473
38495,1031
44234,1572
30637,735
14385,605
15859,6344
47913,1915
19832,8400
38264,383
9606,4633
14117,5724
2349,3172
38074,1013
30716,738
17141,6841
6578,4077
16020,608
3324,3374
38908,1052
30328,726
3793,3464
37095,969
18498,7534
1092,2912
15645,6272
1101,2913
11709,596
22241,10293
49075,2060
53916,2753
46595,1786
40481,1141
44293,1577
8633,4451
17652,7111
37325,980
29070,687
14463,5837
51481,2379
9734,4656
3066,3311
29180,694
35607,907
11040,594
32805,805
6707,411
28446,671
7004,4155
1799,3053
35039,883
22513,10551
38215,1016
42874,1358
21488,9581
16438,6564
29888,710
47735,1890
41472,1230
3600,3425
18795,7691
5013,3745
34773,876
16388,6543
44079,1553
3762,3457
29237,696
5124,3763
41085,1192
20242,8674
7912,4315
48044,1926
40385,1132
21916,9992
22942,10984
40860,1174
51286,2360
14898,5998
2651,3234
3315,3371
32807,805
7624,4262
50109,2208
53361,2657
4604,3660
20250,8681
28420,669
42971,1367
41019,1186
33697,838
32756,803
49432,2107
430,2814
29645,706
33791,842
41857,1256
28916,684
2432,3183
5334,3810
2403,3177
17266,6912
11092,4928
45597,1690
9671,4646
32697,802
16334,6533
30539,734
33010,813
51495,2381
38311,1018
51373,2366
2316,3167
20412,8774
44075,1552
47572,1875
1349,2963
10587,4821
37090,969
6741,579
17735,7139
20097,8574
50610,397
20232,8662
40230,1123
48307,534
15970,6391
43105,1384
6429,4044
10310,4763
47468,1858
41302,1212
9833,4672
15856,6343
30897,744
31268,449
41864,1257
6569,4077
22553,10600
3964,3507
51398,2369
30517,732
18956,7797
37263,480
42587,1330
21630,9725
5873,3924
23362,423
19931,8480
18473,7520
288,2797
53219,2637
10748,4851
4128,3541
47740,1890
36344,936
38245,1018
4655,3669
9305,4574
39270,490
31603,368
52452,2515
37637,990
41951,505
51539,2386
37787,1000
28309,432
46432,1770
9264,4562
30001,716
13978,5690
39368,1074
48793,2022
22465,10490
30767,741
23307,11345
5812,3911
51771,2409
39066,1059
1253,2947
15322,6152
34408,863
15426,6177
40328,1127
31050,751
32177,787
43350,1407
8944,4498
41948,504
8301,4386
2654,3234
22087,10108
30987,746
45212,1656
4941,3732
21280,9435
12638,5293
30407,730
4679,3673
96,2759
5679,3885
23275,11296
29548,705
13718,603
20791,9030
15767,6303
48696,2008
30421,730
43288,507
29113,689
48589,1994
35302,473
53382,2662
8257,4378
52745,2559
34934,375
32457,794
20106,8580
41836,1253
17447,6998
18611,7592
50256,2235
7702,4277
7790,4288
41123,1196
41508,1235
29276,698
8572,4435
6742,579
20642,8931
46370,1760
48655,537
5977,3951
41215,1206
15635,6271
27829,650
16460,6578
18875,7741
132,2764
2921,3287
50533,2274
4234,3574
20025,421
9599,4631
31135,755
16588,6626
38699,1041
39306,1069
8138,4355
3125,3326
7963,4321
50870,2313
45733,1699
27696,648
3700,3450
1915,3081
30108,720
21555,9659
33679,837
40504,1143
12257,5206
583,2835
48495,1981
32741,802
36948,479
36024,923
51366,2365
47826,1905
11558,5034
45399,1668
14947,6019
46359,1760
19012,7828
37420,984
27378,647
52972,552
2232,3145
42308,1295
40698,1158
37559,988
52436,2513
33359,827
39076,1059
23314,11355
31681,769
4537,3640
645,2843
36270,477
15189,6098
20592,8900
9794,4666
44580,1607
2623,3226
34593,469
16582,6622
34574,871
39802,1096
12696,599
22260,10314
34675,873
22690,629
16864,6728
21302,9457
21133,9293
10037,417
49118,2066
39617,491
37968,1007
29402,699
42621,505
36232,933
30380,730
44700,1613
53054,2607
51999,2444
50954,2322
11690,5065
12026,5152
19766,8334
40733,1162
33727,839
22898,10937
43773,1440
34485,867
26341,645
5031,3749
20810,9038
29784,709
11569,5037
1566,3005
20487,8820
33615,462
4647,3669
37708,995
15547,6232
50965,2325
821,2865
22305,10349
17459,7001
21264,9416
19260,7989
30941,449
1353,2964
31006,748
37511,985
3418,568
3987,3513
33180,818
50194,2225
30300,725
19049,622
49604,2137
252,2789
10474,4791
5877,3925
35002,882
15467,6194
45130,1653
14263,5777
7435,4229
14407,5819
37373,982
10291,4758
39638,1084
43124,1386
43540,1427
5082,3752
8058,583
36967,961
4563,3644
1966,3089
40485,1141
9593,4630
45010,1637
37137,971
48969,537
8470,4416
52658,2549
52706,2553
8862,4482
40785,1168
19623,8242
32748,803
48752,2016
2978,3299
33029,814
13886,5653
38978,1053
41084,1192
46329,1758
46970,529
48313,535
39366,1074
36125,928
2235,3146
21756,9821
11970,5140
9295,4570
36016,921
5500,3844
47472,1859
3321,3373
32879,810
21153,9306
32635,459
23282,11303
14150,5740
23695,11760
52408,2511
52140,2469
38694,1041
30191,722
46274,1754
42775,1348
40925,499
4468,3622
46222,1752
32009,777
28793,682
46430,1770
33582,832
36313,936
10690,4844
1121,2918
48122,1939
11722,596
32791,804
24373,637
2572,3211
53457,2677
23241,11250
30054,719
5668,3883
51823,2420
47709,1884
12538,5268
34422,863
42640,1332
28442,671
42524,1323
52151,2472
823,2866
35318,896
6688,4102
39778,1094
5509,3847
46871,1813
22737,10758
19996,8537
48883,2037
40629,1153
5511,3848
49128,2066
30679,737
4696,3676
41186,1201
20645,8936
7296,4201
51653,545
46505,1778
14410,5820
48056,1927
16229,6488
29189,694
47573,1875
13046,601
28603,675
18084,7308
2023,3105
36150,928
37100,969
4938,3731
31235,756
40010,1107
45236,1659
36213,932
52335,2497
47753,1892
22626,10681
18886,7744
52091,2458
52645,552
981,2895
1961,3089
48556,1990
21599,9700
12212,5193
40711,1159
36377,941
43671,1436
53582,2698
21329,9474
36822,957
40021,1109
42686,1337
4475,3624
42729,1342
507,2822
51591,2393
28173,665
18227,7400
52920,2590
5476,3838
30088,720
30317,726
38570,1035
37783,1000
6233,4004
52240,2485
23681,11737
10985,4912
20024,421
16409,6552
50045,2200
7128,4173
22896,10935
48369,1963
53750,2724
2573,3212
19390,8057
42982,1367
17101,6818
53443,2674
15453,6188
44896,1629
33386,827
53358,2657
40158,1116
4288,3585
6874,4129
39964,1106
20986,9203
35288,473
24382,638
35131,888
22673,10721
44732,1617
49533,2125
46309,526
5084,3752
13640,5582
33307,827
45168,1654
36034,923
22130,10164
1526,2999
17847,7198
46674,1789
23223,11230
12598,5287
1759,3045
29255,698
1224,2940
19374,622
13958,5679
34127,854
43868,1449
10228,4744
42425,1312
34521,868
21485,9581
51753,2405
20794,9030
40037,1111
4576,3649
7085,4165
17033,6804
44369,1580
33875,844
13240,5469
8436,4407
9776,4663
44189,1569
22105,10133
10238,4746
33478,828
41797,1250
21003,9218
30720,738
769,2858
5664,3881
44137,1561
50615,399
12489,5255
34048,851
45471,1676
10100,4715
3075,3312
31855,776
29649,706
7605,4258
46375,1761
2412,3180
21674,9777
16633,6652
36528,945
36057,924
50085,2206
37131,971
37718,995
6026,3965
49151,2069
33798,842
45276,1662
7805,4291
10148,4725
14665,5919
29646,706
40174,1117
39161,1063
7724,580
51682,2398
35168,891
2594,3217
38896,1052
29077,688
7487,4238
50434,2262
21870,9934
32450,792
1209,2938
50461,2265
11493,5018
23349,422
47929,1915
2447,3188
31815,775
7548,4248
13961,5683
2176,3136
28051,660
44451,1591
46091,1739
34756,876
38317,1019
31366,761
29118,689
44828,1624
22039,628
19209,7954
20453,8796
30278,447
15499,6209
19504,8135
37237,975
35914,919
27047,645
38371,1023
18934,7780
50676,2287
12922,5378
44493,1598
31553,766
44788,1624
3955,3504
7241,4196
38608,1040
1818,3057
3292,3365
11818,5093
14479,5846
47340,1845
48237,1950
34984,880
22642,10691
49857,2171
38791,1046
10290,4758
6833,4121
50766,2300
10088,4712
3841,3473
50071,2203
45971,526
18802,7695
40257,1125
35961,476
29047,687
8509,4424
814,2863
39117,1061
36607,477
8676,4456
6156,3990
38975,1053
47385,1847
27800,649
15252,6125
50161,2218
3655,3441
37775,999
52465,2517
1295,2953
40678,1155
16049,608
3012,3306
44068,1551
32425,792
52723,2557
14462,5837
53378,2660
305,2800
18788,7683
44581,1607
33214,821
21215,9359
51465,2376
29126,691
39903,1103
19792,8362
10709,4849
42632,1332
41184,1200
47238,1841
29068,687
36244,935
36208,932
37925,485
40676,1155
12128,5170
34107,853
20588,8896
3581,3421
27893,655
39086,1060
52257,2489
2787,3257
45398,1668
21642,9735
16886,6738
38083,1013
21527,9625
41681,1240
22088,10111
17364,6968
19734,8301
1617,3013
11038,4921
20329,8736
7741,4278
31273,449
43778,1440
1942,3084
11315,4986
17967,7260
28067,661
49829,2167
9166,4541
35045,884
43661,1436
22227,10283
39095,1061
35199,891
43510,1423
21300,9452
31069,752
15199,6105
7454,4234
42348,1300
23118,11146
52099,2459
44809,1624
44779,1622
764,2858
44559,1605
33317,827
5251,3790
14786,5950
49618,2139
22219,10277
8196,4368
42070,1272
43903,511
9921,4690
32787,804
6564,4077
42358,1302
46663,1787
3889,3487
35534,905
34859,878
15015,6047
19871,8426
39908,1104
35586,907
14472,5841
33378,827
51997,2443
10437,4785
28046,660
31169,755
19672,8281
12068,5155
48075,1930
19024,620
5361,3816
5824,3915
18194,7384
36727,954
11159,4948
12412,5236
40326,1127
20785,9025
29757,709
34635,872
49150,2069
13919,5665
10305,4761
32926,810
5928,3941
20984,9199
30541,734
14325,5803
45810,1711
27049,646
13736,604
41264,502
1044,2907
22925,10963
15472,6196
10883,4879
4069,571
22379,629
2196,3139
3873,3481
17819,7182
3735,569
43925,514
22169,10211
6071,3967
22247,10302
23698,11765
43885,1453
12094,5164
8247,4375
6342,4032
38870,1050
49447,2110
49232,2083
14759,5939
33450,828
2815,3265
2183,3136
20218,8652
29135,692
29972,715
44456,1592
19948,8496
36485,943
21372,626
1098,2912
39541,1080
40058,1113
19822,8388
33437,828
36138,928
10068,591
18898,7751
2763,3251
4078,571
52445,2514
51912,2436
53649,2705
10932,4897
8900,4491
19945,8491
34680,873
16689,421
16896,6743
23684,11739
17010,6793
31397,764
44985,523
28277,363
4386,571
12411,5236
35469,901
50997,544
17837,7193
52052,2452
32324,789
35783,912
6323,4029
31292,758
3174,3338
30677,737
36511,945
44693,1612
2223,3145
39828,1097
30760,740
28158,665
48105,1935
53131,2618
10608,4827
44269,1576
10785,4860
9118,4533
32809,805
30535,734
5567,3860
49318,540
43128,1387
46092,1739
38457,1029
46913,1814
19584,8213
12354,5231
9062,4516
44067,1551
44182,1568
2522,3203
14563,5882
31328,759
2013,3104
53444,2674
4485,3625
20390,625
22297,10342
11769,5082
5734,3891
14412,5820
7665,4270
19474,8112
43412,1412
49600,2137
16706,421
47808,1902
6795,4115
166,2772
53808,2733
5786,3903
42529,1323
641,2843
13086,5418
4558,3644
6010,3961
41335,1215
31626,450
43480,1420
38126,1013
44897,1629
16654,6659
45984,526
16724,610
42249,1292
52882,2583
24691,638
45831,1713
37235,975
11698,5068
31818,775
45074,1644
36953,480
15479,6199
53427,2671
12740,5316
50546,2276
13074,5412
30205,723
32664,802
39386,1075
47598,1878
8938,4497
44736,1617
41109,1195
40619,499
36667,949
33360,827
969,2893
40491,1142
50034,2198
31313,758
44633,1608
3001,3303
6306,4022
8529,4427
33428,828
27366,646
15831,6334
24034,633
34658,872
2444,3187
16873,6733
45721,1698
38030,1010
9750,4660
6002,3959
29739,708
10591,4823
12671,5304
29065,687
34695,873
8001,4327
19478,8115
12145,5174
50946,2321
18419,7487
17757,7150
33934,463
47410,1851
19904,8454
46131,1744
21126,9290
19,351
29975,715
31935,776
53868,2744
17228,6889
51384,2368
31126,754
27369,646
33592,833
4913,3724
397,554
12046,596
35773,912
