,price,carat,x,z
32187,788,0.41,4.8,2.95
32188,788,0.35,4.56,2.82
32189,788,0.35,4.53,2.81
32190,788,0.35,4.57,2.79
32193,788,0.35,4.53,2.79
32195,788,0.35,4.58,2.72
32198,788,0.35,4.56,2.83
32199,788,0.35,4.57,2.76
32200,788,0.35,4.56,2.78
32201,788,0.35,4.57,2.76
32203,788,0.35,4.52,2.82
32205,788,0.35,4.52,2.79
32206,788,0.3,4.25,2.65
32207,788,0.35,4.57,2.77
32208,788,0.35,4.49,2.81
32209,788,0.39,4.63,2.94
32210,788,0.31,4.4,2.64
32211,789,0.31,4.36,2.69
32212,789,0.31,4.4,2.69
32213,789,0.31,4.34,2.71
32215,789,0.31,4.38,2.72
32216,789,0.31,4.37,2.69
32217,789,0.31,4.39,2.72
32218,789,0.31,4.36,2.73
32219,789,0.31,4.38,2.72
32220,789,0.31,4.37,2.73
32221,789,0.31,4.33,2.71
32222,789,0.31,4.38,2.72
32223,789,0.31,4.37,2.64
32224,789,0.31,4.38,2.72
32225,789,0.31,4.38,2.72
32226,789,0.31,4.34,2.72
32227,789,0.31,4.35,2.7
32229,789,0.31,4.38,2.71
32231,789,0.31,4.35,2.71
32232,789,0.31,4.34,2.68
32233,789,0.31,4.38,2.68
32234,789,0.31,4.36,2.7
32235,789,0.31,4.37,2.74
32236,789,0.31,4.36,2.67
32238,789,0.31,4.36,2.72
32239,789,0.38,4.66,2.9
32241,789,0.43,4.79,3.01
32242,789,0.31,4.37,2.69
32243,789,0.31,4.39,2.7
32244,789,0.31,4.39,2.7
32245,789,0.31,4.32,2.68
32247,789,0.31,4.32,2.7
32248,789,0.31,4.36,2.68
32250,789,0.31,4.38,2.73
32251,789,0.36,4.55,2.8
32252,789,0.3,4.28,2.66
32254,789,0.3,4.37,2.64
32255,789,0.3,4.29,2.65
32256,789,0.3,4.25,2.67
32257,789,0.36,4.55,2.84
32258,789,0.3,4.35,2.65
32259,789,0.3,4.31,2.67
32261,789,0.3,4.25,2.62
32264,789,0.3,4.31,2.66
32265,789,0.3,4.29,2.68
32266,789,0.3,4.26,2.71
32267,789,0.3,4.28,2.65
32268,789,0.3,4.31,2.68
32269,789,0.3,4.3,2.65
32270,789,0.3,4.28,2.66
32271,789,0.3,4.26,2.69
32272,789,0.3,4.27,2.61
32273,789,0.36,4.51,2.82
32274,789,0.3,4.33,2.63
32276,789,0.36,4.53,2.84
32277,789,0.36,4.62,2.79
32278,789,0.3,4.3,2.64
32279,789,0.3,4.31,2.69
32280,453,0.26,4.1,2.54
32281,453,0.26,4.12,2.51
32282,453,0.26,4.03,2.55
32283,453,0.26,4.09,2.49
32284,453,0.31,4.36,2.72
32285,453,0.31,4.38,2.71
32286,453,0.26,4.06,2.54
32287,453,0.33,4.46,2.77
32288,453,0.28,4.21,2.63
32289,453,0.26,4.2,2.45
32290,453,0.31,4.43,2.62
32291,453,0.31,4.47,2.59
32293,454,0.3,4.33,2.67
32294,454,0.3,4.28,2.64
32295,454,0.25,4.01,2.52
32296,454,0.25,4.0,2.51
32297,454,0.34,4.49,2.81
32299,454,0.34,4.5,2.77
32300,454,0.32,4.39,2.72
32301,454,0.37,4.65,2.83
32302,454,0.37,4.6,2.82
32303,454,0.35,4.45,2.86
32304,455,0.25,4.06,2.51
32305,455,0.28,4.22,2.6
32306,456,0.26,4.09,2.55
32307,456,0.26,4.1,2.56
32308,456,0.33,4.45,2.76
32309,456,0.26,4.1,2.56
32310,789,0.36,4.51,2.84
32313,789,0.36,4.57,2.79
32314,789,0.36,4.6,2.81
32315,789,0.3,4.3,2.66
32316,789,0.3,4.27,2.68
32317,789,0.36,4.58,2.78
32319,789,0.3,4.24,2.7
32323,789,0.3,4.27,2.67
32324,789,0.36,4.54,2.83
32325,789,0.3,4.23,2.68
32326,789,0.3,4.28,2.64
32327,789,0.3,4.28,2.71
32330,789,0.3,4.33,2.68
32331,789,0.36,4.6,2.75
32334,789,0.3,4.26,2.69
32336,789,0.3,4.31,2.67
32337,789,0.3,4.28,2.66
32338,789,0.36,4.52,2.81
32339,789,0.3,4.27,2.72
32340,789,0.3,4.29,2.67
32341,789,0.3,4.25,2.62
32343,789,0.3,4.27,2.67
32345,789,0.3,4.27,2.66
32346,789,0.36,4.56,2.83
32349,789,0.36,4.6,2.82
32350,789,0.3,4.26,2.64
32351,789,0.3,4.28,2.66
32352,789,0.31,4.31,2.67
32354,789,0.36,4.59,2.82
32356,789,0.36,4.49,2.84
32357,789,0.3,4.25,2.69
32358,789,0.3,4.32,2.66
32360,789,0.3,4.26,2.64
32361,789,0.3,4.32,2.67
32362,790,0.3,4.33,2.65
32363,790,0.39,4.71,2.86
32364,790,0.35,4.59,2.75
32366,790,0.32,4.41,2.74
32367,790,0.4,4.72,2.91
32368,790,0.4,4.7,2.97
32371,790,0.35,4.51,2.83
32372,790,0.34,4.51,2.77
32373,790,0.34,4.5,2.78
32375,790,0.45,4.96,3.05
32376,790,0.43,4.84,2.98
32377,790,0.3,4.36,2.57
32378,790,0.39,4.64,2.93
32379,790,0.39,4.7,2.94
32380,790,0.39,4.71,2.86
32382,790,0.3,4.32,2.69
32383,790,0.3,4.31,2.68
32384,790,0.32,4.39,2.72
32385,790,0.32,4.37,2.73
32386,790,0.42,4.84,2.92
32387,791,0.32,4.41,2.66
32388,791,0.42,4.82,2.93
32389,791,0.4,4.66,2.99
32390,791,0.4,4.68,2.84
32391,791,0.4,4.7,2.97
32392,791,0.4,4.75,2.91
32393,791,0.31,4.37,2.7
32394,791,0.31,4.37,2.69
32396,791,0.31,4.35,2.68
32397,791,0.31,4.36,2.72
32398,791,0.31,4.38,2.72
32399,791,0.38,4.68,2.89
32400,791,0.37,4.6,2.86
32401,791,0.37,4.66,2.8
32402,791,0.37,4.57,2.84
32403,791,0.37,4.67,2.86
32404,791,0.37,4.61,2.86
32405,791,0.37,4.62,2.83
32406,791,0.37,4.63,2.88
32407,791,0.41,4.74,2.98
32409,791,0.41,4.74,2.95
32410,791,0.41,4.77,2.98
32411,791,0.41,4.82,2.92
32412,791,0.41,4.78,2.95
32413,791,0.41,4.7,2.97
32416,791,0.41,4.76,2.91
32417,791,0.41,4.7,2.94
32418,791,0.41,4.7,2.97
32419,791,0.41,4.78,2.92
32420,791,0.41,4.76,2.93
32421,791,0.41,4.8,2.93
32422,791,0.41,4.82,2.88
32423,791,0.41,4.77,2.9
32424,792,0.32,4.43,2.71
32425,792,0.35,4.49,2.88
32426,792,0.4,4.72,2.96
32427,792,0.4,4.73,2.96
32428,792,0.4,4.74,2.96
32429,792,0.33,4.45,2.75
32430,792,0.4,4.75,2.92
32431,792,0.33,4.46,2.77
32432,792,0.41,4.74,2.97
32434,792,0.43,4.85,3.0
32435,792,0.43,4.89,2.96
32436,792,0.43,4.86,3.01
32437,792,0.43,4.8,2.97
32438,792,0.43,4.81,3.01
32439,792,0.43,4.84,2.94
32440,792,0.43,4.79,3.03
32441,792,0.43,4.77,3.0
32442,792,0.43,4.79,3.0
32443,792,0.43,4.83,2.97
32445,792,0.43,4.8,3.02
32446,792,0.43,4.82,3.02
32447,792,0.43,4.8,3.03
32448,792,0.43,4.83,2.99
32449,792,0.43,4.78,2.99
32450,792,0.43,4.79,3.0
32451,793,0.39,4.72,2.89
32452,793,0.32,4.42,2.72
32453,793,0.36,4.52,2.85
32454,793,0.4,4.72,2.92
32455,793,0.4,4.7,2.96
32456,794,0.39,4.64,2.92
32457,794,0.39,4.68,2.91
32458,794,0.38,4.67,2.89
32459,794,0.36,4.58,2.83
32460,794,0.36,4.59,2.84
32461,794,0.36,4.59,2.84
32463,794,0.36,4.6,2.85
32464,794,0.38,4.66,2.88
32465,794,0.3,4.29,2.69
32466,794,0.36,4.63,2.79
32467,794,0.36,4.56,2.87
32468,794,0.36,4.54,2.84
32469,794,0.45,4.79,3.16
32470,794,0.45,5.08,2.91
32471,794,0.37,4.66,2.83
32474,795,0.33,4.44,2.76
32475,795,0.44,4.85,3.04
32477,795,0.33,4.45,2.75
32478,795,0.35,4.5,2.78
32482,795,0.3,4.32,2.68
32483,795,0.3,4.32,2.68
32484,795,0.43,4.85,3.01
32486,795,0.41,4.8,2.87
32487,795,0.4,4.69,2.93
32488,796,0.32,4.38,2.73
32489,796,0.32,4.4,2.71
32491,796,0.38,4.64,2.89
32493,796,0.32,4.4,2.72
32494,796,0.27,4.16,2.58
32495,796,0.3,4.35,2.57
32497,796,0.43,4.79,3.0
32498,797,0.41,4.7,2.96
32499,797,0.33,4.52,2.72
32500,797,0.33,4.51,2.75
32501,798,0.32,4.44,2.68
32502,798,0.4,4.68,2.98
32503,798,0.42,4.78,2.99
32505,798,0.37,4.65,2.84
32506,798,0.4,4.88,2.79
32509,798,0.4,4.7,3.01
32510,798,0.4,4.71,2.98
32511,798,0.4,4.71,2.99
32514,798,0.4,4.73,3.01
32515,798,0.4,4.69,2.94
32516,798,0.4,4.71,3.0
32519,798,0.35,4.54,2.78
32520,798,0.35,4.57,2.75
32521,798,0.35,4.53,2.79
32523,798,0.35,4.47,2.79
32524,798,0.42,4.79,2.98
32527,798,0.35,4.51,2.75
32528,798,0.35,4.51,2.77
32529,798,0.35,4.44,2.8
32530,798,0.35,4.49,2.81
32531,798,0.35,4.5,2.77
32532,798,0.35,4.53,2.8
32533,798,0.35,4.46,2.79
32534,798,0.39,4.63,2.92
32535,799,0.42,4.85,3.0
32536,799,0.27,4.27,2.51
32537,799,0.27,4.17,2.58
32540,799,0.27,4.16,2.56
32541,799,0.27,4.14,2.6
32542,799,0.27,4.14,2.56
32544,799,0.27,4.17,2.59
32547,799,0.27,4.12,2.55
32552,799,0.3,4.3,2.69
32553,800,0.41,4.76,2.94
32554,800,0.32,4.37,2.72
32555,800,0.32,4.42,2.71
32556,800,0.32,4.44,2.71
32557,800,0.32,4.43,2.72
32558,800,0.38,4.64,2.9
32559,800,0.4,4.71,2.91
32560,800,0.36,4.58,2.84
32561,800,0.31,4.35,2.7
32562,800,0.31,4.36,2.7
32564,800,0.43,4.92,3.0
32566,800,0.38,4.67,2.86
32567,800,0.38,4.67,2.84
32568,800,0.38,4.64,2.88
32569,800,0.38,4.61,2.87
32570,800,0.38,4.61,2.88
32573,800,0.38,4.6,2.87
32574,801,0.33,4.44,2.74
32575,801,0.33,4.45,2.73
32578,801,0.36,4.56,2.82
32579,801,0.36,4.59,2.83
32580,801,0.32,4.45,2.65
32581,801,0.32,4.48,2.65
32582,801,0.31,4.45,2.67
32583,801,0.31,4.37,2.72
32585,801,0.31,4.35,2.72
32586,802,0.33,4.46,2.75
32587,802,0.33,4.46,2.73
32588,802,0.3,4.39,2.63
32589,802,0.33,4.45,2.76
32590,802,0.33,4.5,2.72
32592,802,0.3,4.33,2.69
32593,802,0.3,4.3,2.68
32594,802,0.3,4.31,2.7
32595,802,0.3,4.33,2.66
32596,802,0.3,4.31,2.69
32598,802,0.3,4.34,2.64
32600,802,0.39,4.72,2.93
32601,802,0.31,4.37,2.67
32603,802,0.31,4.42,2.63
32604,802,0.31,4.47,2.63
32605,802,0.31,4.38,2.68
32606,802,0.31,4.39,2.68
32607,802,0.31,4.37,2.68
32608,802,0.31,4.38,2.68
32609,802,0.31,4.37,2.72
32610,456,0.26,4.12,2.54
32611,456,0.32,4.42,2.72
32613,456,0.3,4.24,2.71
32614,457,0.25,4.07,2.43
32615,457,0.34,4.47,2.76
32616,457,0.3,4.25,2.67
32618,457,0.3,4.27,2.66
32619,457,0.3,4.3,2.69
32620,457,0.3,4.3,2.7
32621,457,0.3,4.26,2.65
32622,457,0.31,4.34,2.67
32623,457,0.31,4.28,2.74
32624,457,0.31,4.43,2.62
32625,458,0.23,3.92,2.43
32626,458,0.23,3.94,2.46
32627,458,0.23,3.97,2.39
32628,458,0.28,4.23,2.57
32629,458,0.23,4.03,2.36
32630,458,0.23,3.95,2.4
32631,458,0.28,4.15,2.63
32632,459,0.31,4.44,2.63
32634,459,0.36,4.6,2.84
32635,459,0.27,4.19,2.58
32636,459,0.25,4.08,2.51
32637,459,0.25,4.04,2.51
32638,459,0.32,4.4,2.72
32640,802,0.31,4.36,2.71
32644,802,0.31,4.38,2.72
32645,802,0.31,4.36,2.69
32646,802,0.31,4.36,2.69
32647,802,0.31,4.37,2.66
32648,802,0.31,4.37,2.72
32649,802,0.31,4.37,2.67
32650,802,0.31,4.36,2.71
32652,802,0.31,4.36,2.7
32653,802,0.31,4.35,2.66
32656,802,0.31,4.32,2.74
32658,802,0.31,4.32,2.73
32659,802,0.31,4.33,2.7
32660,802,0.31,4.33,2.71
32661,802,0.31,4.33,2.67
32662,802,0.31,4.31,2.68
32663,802,0.31,4.31,2.69
32664,802,0.31,4.47,2.64
32666,802,0.31,4.43,2.69
32667,802,0.31,4.39,2.68
32668,802,0.31,4.37,2.68
32669,802,0.31,4.38,2.6
32670,802,0.31,4.37,2.67
32671,802,0.31,4.35,2.71
32673,802,0.31,4.37,2.7
32674,802,0.31,4.37,2.72
32675,802,0.31,4.34,2.7
32676,802,0.31,4.35,2.68
32677,802,0.31,4.36,2.7
32678,802,0.31,4.35,2.64
32681,802,0.31,4.33,2.64
32682,802,0.31,4.35,2.72
32683,802,0.31,4.34,2.7
32684,802,0.31,4.32,2.71
32685,802,0.31,4.32,2.71
32686,802,0.31,4.33,2.72
32687,802,0.31,4.32,2.72
32688,802,0.31,4.33,2.73
32689,802,0.31,4.33,2.75
32690,802,0.31,4.29,2.7
32692,802,0.31,4.3,2.73
32693,802,0.31,4.29,2.71
32694,802,0.31,4.4,2.69
32695,802,0.31,4.41,2.67
32696,802,0.31,4.41,2.61
32697,802,0.31,4.38,2.69
32699,802,0.31,4.38,2.72
32700,802,0.31,4.39,2.71
32702,802,0.31,4.39,2.66
32703,802,0.31,4.39,2.71
32705,802,0.31,4.37,2.65
32706,802,0.31,4.37,2.68
32707,802,0.31,4.38,2.69
32708,802,0.31,4.35,2.7
32709,802,0.31,4.37,2.69
32711,802,0.31,4.36,2.73
32712,802,0.31,4.34,2.74
32713,802,0.31,4.35,2.68
32714,802,0.31,4.37,2.69
32715,802,0.31,4.34,2.66
32716,802,0.31,4.34,2.66
32717,802,0.31,4.34,2.65
32718,802,0.31,4.34,2.7
32720,802,0.31,4.34,2.69
32721,802,0.31,4.34,2.71
32722,802,0.31,4.34,2.71
32723,802,0.31,4.33,2.67
32724,802,0.31,4.32,2.71
32728,802,0.31,4.34,2.68
32729,802,0.31,4.33,2.7
32730,802,0.31,4.33,2.7
32731,802,0.31,4.34,2.69
32732,802,0.31,4.32,2.73
32733,802,0.31,4.32,2.75
32734,802,0.31,4.31,2.7
32735,802,0.31,4.32,2.7
32736,802,0.31,4.33,2.69
32737,802,0.31,4.32,2.7
32738,802,0.31,4.48,2.66
32739,802,0.31,4.39,2.71
32740,802,0.33,4.5,2.69
32741,802,0.31,4.38,2.71
32742,802,0.31,4.3,2.66
32744,803,0.31,4.37,2.66
32745,803,0.33,4.48,2.73
32746,803,0.36,4.57,2.82
32747,803,0.36,4.63,2.84
32748,803,0.36,4.59,2.82
32750,803,0.43,4.87,2.99
32751,803,0.42,4.8,2.99
32752,803,0.34,4.54,2.72
32753,803,0.34,4.48,2.8
32754,803,0.34,4.46,2.81
32755,803,0.34,4.48,2.78
32756,803,0.42,4.82,2.94
32759,803,0.34,4.54,2.73
32760,803,0.34,4.44,2.76
32763,803,0.34,4.53,2.78
32764,803,0.34,4.54,2.74
32765,803,0.34,4.56,2.73
32766,803,0.34,4.51,2.75
32767,803,0.34,4.53,2.69
32768,803,0.34,4.53,2.7
32769,803,0.34,4.53,2.73
32770,803,0.34,4.5,2.74
32771,803,0.34,4.48,2.8
32772,803,0.34,4.5,2.81
32773,803,0.34,4.49,2.74
32774,803,0.34,4.5,2.78
32776,803,0.34,4.46,2.77
32777,803,0.34,4.48,2.76
32779,803,0.45,4.96,3.05
32781,803,0.37,4.63,2.8
32783,804,0.31,4.4,2.72
32784,804,0.31,4.44,2.66
32785,804,0.32,4.39,2.69
32786,804,0.43,4.81,3.02
32787,804,0.31,4.35,2.67
32788,804,0.32,4.43,2.68
32789,804,0.4,4.69,2.95
32791,804,0.33,4.47,2.75
32792,804,0.32,4.41,2.72
32794,804,0.31,4.46,2.67
32796,805,0.39,4.74,2.92
32797,805,0.31,4.37,2.68
32798,805,0.39,4.76,2.9
32799,805,0.38,4.66,2.89
32800,805,0.34,4.51,2.74
32802,805,0.34,4.45,2.74
32803,805,0.34,4.44,2.78
32804,805,0.34,4.48,2.79
32805,805,0.34,4.49,2.75
32806,805,0.34,4.45,2.78
32807,805,0.34,4.48,2.79
32809,805,0.34,4.46,2.78
32810,805,0.34,4.45,2.78
32811,805,0.34,4.47,2.78
32812,805,0.34,4.47,2.75
32815,805,0.34,4.45,2.74
32816,805,0.34,4.49,2.81
32817,805,0.34,4.5,2.77
32818,805,0.34,4.51,2.74
32819,805,0.34,4.52,2.69
32821,805,0.34,4.47,2.77
32822,805,0.34,4.45,2.77
32823,805,0.34,4.45,2.77
32824,805,0.34,4.54,2.73
32825,805,0.34,4.49,2.74
32826,805,0.34,4.5,2.74
32827,806,0.33,4.48,2.69
32828,806,0.35,4.57,2.81
32830,806,0.33,4.46,2.75
32831,806,0.33,4.44,2.76
32833,806,0.6,5.51,3.29
32834,807,0.42,4.84,2.96
32835,807,0.35,4.55,2.8
32836,807,0.44,4.92,3.02
32837,807,0.44,4.89,3.03
32838,807,0.46,4.97,3.05
32839,807,0.46,4.99,3.09
32840,807,0.29,4.27,2.59
32841,807,0.36,4.56,2.81
32842,807,0.36,4.6,2.82
32843,807,0.43,4.82,2.98
32844,807,0.4,4.74,2.95
32845,807,0.4,4.7,2.94
32846,807,0.4,4.69,2.96
32847,807,0.4,4.7,2.93
32849,807,0.4,4.66,2.94
32850,807,0.4,4.74,2.98
32851,807,0.4,4.73,2.91
32852,807,0.4,4.69,2.94
32853,807,0.4,4.64,2.94
32854,807,0.4,4.68,2.94
32855,807,0.4,4.68,2.98
32856,807,0.4,4.63,2.92
32857,807,0.4,4.74,2.94
32858,807,0.4,4.68,2.94
32861,808,0.32,4.43,2.71
32863,808,0.32,4.43,2.73
32864,808,0.35,4.55,2.81
32865,809,0.32,4.45,2.68
32866,809,0.46,4.98,3.07
32867,809,0.38,4.61,2.93
32871,809,0.41,4.79,2.96
32872,809,0.38,4.58,2.95
32873,810,0.37,4.66,2.85
32874,810,0.41,4.84,2.94
32877,810,0.36,4.55,2.83
32878,810,0.36,4.62,2.8
32879,810,0.36,4.57,2.8
32880,810,0.4,4.73,2.98
32881,810,0.4,4.75,2.96
32882,810,0.4,4.79,2.9
32883,810,0.4,4.83,2.87
32884,810,0.4,4.7,2.95
32885,810,0.4,4.64,2.93
32886,810,0.4,4.68,2.92
32887,810,0.36,4.6,2.83
32889,810,0.36,4.61,2.79
32891,810,0.36,4.59,2.81
32892,810,0.36,4.59,2.84
32894,810,0.36,4.59,2.78
32895,810,0.36,4.54,2.85
32896,810,0.36,4.57,2.86
32897,810,0.36,4.57,2.82
32898,810,0.3,4.3,2.7
32899,810,0.3,4.34,2.62
32900,810,0.3,4.26,2.68
32901,810,0.36,4.79,2.63
32902,810,0.44,4.88,3.0
32903,810,0.42,4.79,2.97
32904,810,0.33,4.42,2.73
32905,810,0.33,4.43,2.76
32906,810,0.42,4.77,3.0
32907,810,0.44,4.89,2.99
32908,810,0.33,4.44,2.73
32911,810,0.42,4.86,2.92
32913,810,0.44,4.83,3.05
32914,810,0.42,4.76,3.0
32915,810,0.33,4.42,2.76
32916,810,0.44,4.9,3.0
32917,810,0.42,4.77,2.96
32918,810,0.42,4.81,2.97
32919,810,0.42,4.82,2.94
32920,810,0.44,4.79,3.0
32921,810,0.42,4.82,2.99
32923,810,0.37,4.56,2.85
32924,810,0.44,4.84,3.03
32925,810,0.42,4.77,2.97
32926,810,0.42,4.77,2.98
32928,810,0.42,4.77,2.97
32929,810,0.42,4.79,2.94
32931,810,0.33,4.44,2.74
32933,811,0.41,4.78,2.96
32936,811,0.37,4.63,2.8
32937,811,0.37,4.62,2.87
32939,811,0.37,4.58,2.87
32940,459,0.34,4.49,2.79
32941,459,0.34,4.5,2.72
32942,459,0.34,4.43,2.79
32943,459,0.34,4.51,2.72
32944,459,0.34,4.42,2.77
32945,459,0.34,4.45,2.79
32946,459,0.34,4.51,2.79
32947,459,0.34,4.44,2.76
32949,460,0.25,4.03,2.52
32950,460,0.25,4.02,2.52
32951,460,0.35,4.45,2.85
32952,460,0.35,4.48,2.83
32953,460,0.35,4.49,2.81
32956,461,0.24,4.01,2.45
32958,461,0.31,4.32,2.7
32961,461,0.32,4.42,2.72
32965,461,0.32,4.38,2.72
32966,461,0.32,4.33,2.74
32967,461,0.32,4.33,2.74
32968,461,0.32,4.3,2.75
32970,811,0.37,4.64,2.78
32971,811,0.37,4.56,2.83
32972,811,0.37,4.63,2.84
32973,811,0.37,4.6,2.86
32974,811,0.37,4.56,2.87
32975,811,0.37,4.66,2.75
32976,811,0.37,4.61,2.85
32977,811,0.37,4.61,2.85
32978,811,0.37,4.61,2.83
32980,811,0.37,4.59,2.83
32982,811,0.37,4.56,2.85
32984,811,0.37,4.66,2.76
32985,812,0.3,4.33,2.66
32986,812,0.38,4.65,2.85
32987,812,0.38,4.68,2.84
32989,812,0.38,4.65,2.88
32990,812,0.38,4.61,2.87
32991,812,0.38,4.64,2.85
32993,812,0.38,4.64,2.86
32994,812,0.38,4.75,2.84
32995,812,0.38,4.68,2.79
32996,812,0.38,4.66,2.84
32997,812,0.38,4.62,2.91
32998,812,0.38,4.72,2.78
32999,812,0.38,4.71,2.87
33000,813,0.44,4.86,3.01
33004,813,0.38,4.67,2.88
33005,813,0.44,4.92,3.01
33006,813,0.3,4.33,2.68
33007,813,0.4,4.63,3.01
33008,813,0.43,4.97,2.88
33010,813,0.31,4.22,2.73
33011,814,0.3,4.35,2.65
33013,814,0.3,4.27,2.68
33014,814,0.4,4.81,2.85
33015,814,0.31,4.57,2.57
33016,814,0.31,4.61,2.47
33018,814,0.33,4.45,2.72
33020,814,0.33,4.44,2.73
33021,814,0.3,4.33,2.68
33022,814,0.3,4.33,2.69
33023,814,0.3,4.28,2.66
33024,814,0.3,4.29,2.65
33026,814,0.3,4.31,2.66
33027,814,0.3,4.3,2.69
33028,814,0.3,4.3,2.62
33029,814,0.3,4.27,2.66
33031,814,0.32,4.41,2.71
33033,814,0.32,4.43,2.75
33034,814,0.32,4.41,2.71
33035,814,0.32,4.4,2.72
33036,814,0.32,4.43,2.74
33039,814,0.32,4.45,2.73
33040,814,0.32,4.42,2.76
33041,814,0.32,4.42,2.71
33043,814,0.32,4.41,2.73
33044,814,0.32,4.4,2.73
33045,814,0.3,4.3,2.67
33046,814,0.3,4.28,2.67
33047,814,0.3,4.27,2.64
33049,814,0.3,4.33,2.68
33052,814,0.3,4.32,2.69
33053,814,0.3,4.3,2.65
33054,814,0.3,4.26,2.65
33055,814,0.3,4.26,2.67
33057,814,0.3,4.33,2.66
33058,814,0.3,4.26,2.65
33060,814,0.3,4.3,2.67
33061,814,0.3,4.3,2.67
33063,814,0.32,4.4,2.7
33064,814,0.32,4.42,2.74
33065,814,0.32,4.45,2.73
33066,814,0.32,4.41,2.71
33067,814,0.32,4.41,2.72
33068,814,0.32,4.38,2.75
33069,814,0.32,4.39,2.73
33071,814,0.32,4.42,2.73
33072,814,0.32,4.37,2.73
33073,814,0.32,4.41,2.75
33074,814,0.4,4.62,2.99
33075,814,0.26,4.1,2.56
33076,814,0.26,4.11,2.53
33077,814,0.26,4.12,2.5
33078,814,0.42,4.94,2.88
33079,814,0.47,5.01,3.06
33080,814,0.3,4.37,2.61
33081,814,0.3,4.32,2.64
33082,814,0.32,4.43,2.7
33083,814,0.32,4.38,2.75
33084,814,0.3,4.34,2.58
33085,814,0.32,4.4,2.71
33086,815,0.46,4.88,3.08
33088,815,0.37,4.62,2.86
33089,815,0.29,4.22,2.62
33090,815,0.31,4.35,2.72
33091,815,0.31,4.38,2.72
33092,815,0.37,4.64,2.86
33094,815,0.37,4.63,2.88
33095,815,0.31,4.38,2.73
33096,815,0.31,4.33,2.69
33097,815,0.29,4.25,2.63
33098,815,0.4,4.74,2.91
33099,815,0.29,4.25,2.64
33101,816,0.32,4.43,2.74
33102,816,0.34,6.65,2.64
33103,816,0.32,4.39,2.7
33104,816,0.32,4.43,2.73
33105,816,0.32,4.39,2.74
33106,816,0.39,4.68,2.92
33107,816,0.34,4.44,2.78
33108,816,0.4,4.77,2.85
33110,816,0.31,4.37,2.69
33111,816,0.4,4.86,2.82
33112,816,0.31,4.4,2.74
33113,816,0.31,4.37,2.68
33114,816,0.34,4.52,2.89
33115,816,0.34,4.55,2.72
33116,816,0.31,4.38,2.7
33117,816,0.31,4.31,2.71
33119,816,0.31,4.39,2.64
33120,816,0.31,4.35,2.7
33121,816,0.31,4.39,2.69
33122,816,0.39,4.67,2.92
33123,816,0.31,4.29,2.71
33124,816,0.31,4.3,2.72
33126,816,0.31,4.3,2.74
33127,816,0.31,4.33,2.68
33128,816,0.31,4.32,2.65
33129,816,0.31,4.33,2.68
33130,816,0.31,4.38,2.68
33131,816,0.31,4.36,2.7
33132,816,0.31,4.37,2.66
33133,816,0.31,4.3,2.68
33134,816,0.31,4.34,2.67
33135,816,0.31,4.33,2.67
33136,816,0.31,4.33,2.66
33137,816,0.31,4.36,2.66
33138,816,0.31,4.35,2.61
33140,816,0.31,4.32,2.75
33141,816,0.31,4.41,2.63
33144,816,0.31,4.34,2.66
33145,816,0.31,4.33,2.74
33146,816,0.31,4.35,2.69
33147,816,0.31,4.36,2.66
33148,816,0.31,4.32,2.69
33149,816,0.31,4.32,2.65
33150,816,0.31,4.32,2.66
33152,816,0.31,4.34,2.69
33153,816,0.31,4.39,2.62
33154,816,0.31,4.33,2.64
33155,816,0.31,4.34,2.73
33157,816,0.31,4.33,2.72
33158,816,0.31,4.33,2.7
33160,816,0.31,4.35,2.69
33161,816,0.31,4.38,2.65
33162,816,0.31,4.37,2.66
33163,816,0.31,4.34,2.67
33165,817,0.36,4.58,2.82
33166,817,0.25,4.04,2.49
33168,817,0.36,4.55,2.82
33169,817,0.3,4.28,2.67
33170,817,0.37,4.76,2.76
33171,817,0.43,4.95,2.9
33172,818,0.38,4.76,2.8
33173,818,0.43,4.89,3.01
33174,818,0.41,4.84,2.87
33175,818,0.41,4.73,2.97
33176,818,0.41,4.75,3.0
33177,818,0.41,4.73,2.96
33178,818,0.41,4.73,2.98
33179,818,0.41,4.73,2.99
33180,818,0.41,4.72,2.97
33181,818,0.41,4.75,3.01
33182,818,0.41,4.75,2.95
33183,818,0.41,4.75,2.99
33186,818,0.37,4.58,2.91
33187,818,0.4,4.79,2.92
33188,819,0.34,4.5,2.78
33190,819,0.34,4.53,2.76
33191,819,0.36,4.62,2.85
33193,819,0.3,4.34,2.72
33194,819,0.3,4.3,2.62
33195,819,0.3,4.28,2.67
33196,819,0.3,4.37,2.6
33197,819,0.3,4.33,2.68
33199,819,0.3,4.29,2.69
33200,819,0.3,4.21,2.7
33201,819,0.4,4.68,2.93
33202,820,0.37,4.66,2.86
33203,820,0.35,4.53,2.81
33204,820,0.39,4.68,2.93
33205,820,0.33,4.46,2.74
33206,820,0.33,4.41,2.76
33207,820,0.4,4.77,2.93
33208,820,0.33,4.44,2.74
33210,820,0.27,4.21,2.57
33211,821,0.36,4.57,2.79
33212,821,0.32,4.41,2.71
33213,821,0.31,4.4,2.7
33214,821,0.31,4.39,2.7
33215,821,0.31,4.25,2.66
33217,821,0.34,4.52,2.8
33218,821,0.36,4.52,2.85
33219,821,0.39,4.7,2.84
33220,821,0.39,4.8,2.83
33221,821,0.36,4.53,2.83
